"263_S5"	"265_S6"	"268_S4"	"276_S2"	"277_S3"	"287_S1"
"ENSMUSG00000031647"	26	2	0	215	0	2
"ENSMUSG00000038005"	30	402	213	32	269	197
"ENSMUSG00000004319"	64	26	931	311	598	174
"ENSMUSG00000045746"	0	0	0	0	0	2
"ENSMUSG00000031644"	114	27	687	415	0	144
"ENSMUSG00000109708"	3	0	0	0	1	0
"ENSMUSG00000109693"	0	32	0	1	0	0
"ENSMUSG00000031642"	39	319	0	294	137	326
"ENSMUSG00000099419"	0	0	0	0	0	9
"ENSMUSG00000109610"	0	0	3	0	3	0
"ENSMUSG00000031641"	0	83	11	33	0	71
"ENSMUSG00000058056"	35	1440	0	747	280	974
"ENSMUSG00000086866"	0	0	0	0	0	10
"ENSMUSG00000037921"	0	591	218	171	229	110
"ENSMUSG00000109687"	0	0	4	0	0	0
"ENSMUSG00000109895"	0	0	2	0	0	0
"ENSMUSG00000054162"	29	0	0	0	0	0
"ENSMUSG00000094443"	0	0	9	0	0	0
"ENSMUSG00000053626"	46	0	0	0	0	0
"ENSMUSG00000037852"	562	2438	33	1786	2393	1590
"ENSMUSG00000031604"	18	330	14	147	165	458
"ENSMUSG00000031605"	4	1	0	64	0	7
"ENSMUSG00000025521"	35	53	0	46	0	22
"ENSMUSG00000074300"	0	1	0	51	0	0
"ENSMUSG00000036469"	0	4	369	2	1	113
"ENSMUSG00000025591"	12	59	85	74	63	128
"ENSMUSG00000036437"	0	0	0	22	0	0
"ENSMUSG00000110533"	0	1	0	0	0	1
"ENSMUSG00000014907"	6	48	14	40	52	28
"ENSMUSG00000051147"	0	0	0	28	0	0
"ENSMUSG00000030735"	0	5	118	7	1	1
"ENSMUSG00000110452"	0	0	3	0	0	0
"ENSMUSG00000030465"	21	138	21	238	4	165
"ENSMUSG00000087266"	5	30	0	7	15	0
"ENSMUSG00000053886"	37	155	0	83	0	103
"ENSMUSG00000036356"	21	1016	0	125	779	641
"ENSMUSG00000085197"	0	41	0	0	0	5
"ENSMUSG00000031864"	42	349	66	165	0	81
"ENSMUSG00000015568"	150	6400	219	707	585	3235
"ENSMUSG00000036330"	2	6	0	0	25	0
"ENSMUSG00000006273"	108	147	67	466	227	458
"ENSMUSG00000059897"	0	1	0	176	0	56
"ENSMUSG00000110538"	0	0	3	0	0	0
"ENSMUSG00000079038"	0	36	0	78	0	69
"ENSMUSG00000110444"	8	56	3	17	18	150
"ENSMUSG00000111594"	0	2	5	8	5	14
"ENSMUSG00000060427"	0	233	244	2	0	159
"ENSMUSG00000091764"	17	0	0	0	0	194
"ENSMUSG00000054648"	139	87	1	0	0	261
"ENSMUSG00000092260"	14	0	0	0	0	19
"ENSMUSG00000043090"	36	4	1	239	0	0
"ENSMUSG00000031862"	29	638	273	605	258	894
"ENSMUSG00000036246"	56	176	651	116	19	82
"ENSMUSG00000031860"	9	0	4	46	0	0
"ENSMUSG00000044006"	693	1867	2	3629	3710	2097
"ENSMUSG00000048967"	0	0	0	2	0	0
"ENSMUSG00000036199"	62	406	106	193	137	342
"ENSMUSG00000047654"	0	1	17	0	0	0
"ENSMUSG00000036180"	52	549	1	409	163	297
"ENSMUSG00000110545"	0	5	34	6	0	6
"ENSMUSG00000031858"	79	237	60	394	321	288
"ENSMUSG00000011306"	45	370	0	133	0	136
"ENSMUSG00000036120"	23	100	1	144	0	197
"ENSMUSG00000071078"	0	8	0	4	22	6
"ENSMUSG00000002345"	21	60	34	113	160	166
"ENSMUSG00000079033"	0	9	0	0	0	0
"ENSMUSG00000002342"	27	164	3	374	78	452
"ENSMUSG00000002346"	0	1	0	12	195	155
"ENSMUSG00000002343"	34	1	0	168	9	84
"ENSMUSG00000036054"	25	132	10	43	0	90
"ENSMUSG00000003573"	0	135	0	58	4	56
"ENSMUSG00000057788"	8	42	6	285	211	7
"ENSMUSG00000055681"	159	550	58	987	947	976
"ENSMUSG00000087408"	0	1	0	44	0	0
"ENSMUSG00000058301"	2	27	0	89	92	2
"ENSMUSG00000031849"	5792	24684	2070	27999	50915	34046
"ENSMUSG00000003575"	4	9	0	295	154	189
"ENSMUSG00000055707"	10	128	0	141	348	255
"ENSMUSG00000035964"	6	0	0	4	0	7
"ENSMUSG00000007888"	9	95	0	4	0	0
"ENSMUSG00000058833"	23	95	7	177	137	266
"ENSMUSG00000090137"	0	3	0	0	0	1
"ENSMUSG00000055553"	33	65	0	57	140	137
"ENSMUSG00000019428"	58	432	250	411	249	778
"ENSMUSG00000070002"	47	489	2	306	537	271
"ENSMUSG00000019139"	60	204	15	297	279	536
"ENSMUSG00000070003"	19	94	0	224	65	260
"ENSMUSG00000110030"	0	63	0	8	0	0
"ENSMUSG00000049988"	0	0	0	109	5	5
"ENSMUSG00000038508"	1	0	0	77	53	35
"ENSMUSG00000056204"	9	150	109	238	234	319
"ENSMUSG00000031848"	77	219	278	277	344	358
"ENSMUSG00000071076"	13	137	9	118	24	124
"ENSMUSG00000110622"	0	60	0	22	1	22
"ENSMUSG00000095026"	0	5	0	6	0	58
"ENSMUSG00000031842"	1	43	0	5	0	42
"ENSMUSG00000031840"	9	87	0	71	360	2
"ENSMUSG00000035559"	15	47	33	118	79	58
"ENSMUSG00000031838"	15	87	8	21	0	25
"ENSMUSG00000031834"	17	185	0	395	546	519
"ENSMUSG00000100691"	10	24	0	25	0	25
"ENSMUSG00000031833"	62	0	0	300	32	103
"ENSMUSG00000000791"	0	1	0	0	3	68
"ENSMUSG00000002910"	9	13	188	30	0	3
"ENSMUSG00000002908"	2	0	0	0	2	0
"ENSMUSG00000020887"	0	0	0	10	0	0
"ENSMUSG00000007721"	51	240	20	164	246	438
"ENSMUSG00000000792"	0	0	0	2	0	0
"ENSMUSG00000045128"	246	711	635	864	696	1104
"ENSMUSG00000019261"	37	306	203	226	309	272
"ENSMUSG00000110664"	0	0	0	12	0	1
"ENSMUSG00000035439"	45	226	419	424	312	106
"ENSMUSG00000004677"	58	252	608	709	802	576
"ENSMUSG00000002395"	52	386	0	383	92	462
"ENSMUSG00000002396"	2	0	0	0	0	52
"ENSMUSG00000002393"	0	10	0	19	8	20
"ENSMUSG00000031820"	33	188	25	266	398	404
"ENSMUSG00000046295"	14	0	210	151	6	1
"ENSMUSG00000007950"	20	8	0	119	268	211
"ENSMUSG00000034880"	21	0	0	46	0	53
"ENSMUSG00000074247"	68	344	185	505	300	393
"ENSMUSG00000034863"	0	39	0	4	6	0
"ENSMUSG00000007610"	0	0	0	0	195	1
"ENSMUSG00000034845"	0	1	3	56	3	67
"ENSMUSG00000108900"	61	346	0	379	257	556
"ENSMUSG00000046718"	13	428	29	112	111	181
"ENSMUSG00000031813"	52	101	0	116	84	211
"ENSMUSG00000031808"	83	32	0	95	0	311
"ENSMUSG00000031807"	35	208	18	358	277	252
"ENSMUSG00000043243"	3	0	0	34	0	0
"ENSMUSG00000034807"	98	409	0	158	149	112
"ENSMUSG00000034799"	27	58	0	0	0	45
"ENSMUSG00000031805"	10	0	53	125	0	282
"ENSMUSG00000079019"	0	0	0	1	1	9
"ENSMUSG00000110438"	0	0	2	0	0	0
"ENSMUSG00000110569"	0	0	21	0	22	1
"ENSMUSG00000070000"	38	0	2	208	217	1
"ENSMUSG00000056019"	0	0	1	29	0	4
"ENSMUSG00000089857"	46	0	0	49	0	0
"ENSMUSG00000066880"	47	148	0	38	0	35
"ENSMUSG00000052446"	23	0	2	0	332	373
"ENSMUSG00000110529"	3	0	0	0	0	0
"ENSMUSG00000003484"	0	4	174	97	0	0
"ENSMUSG00000031799"	605	2326	621	1687	2742	2956
"ENSMUSG00000003037"	111	288	978	1278	371	1142
"ENSMUSG00000003039"	50	619	146	455	112	530
"ENSMUSG00000003033"	79	658	73	680	469	1021
"ENSMUSG00000110443"	1	0	1	0	0	0
"ENSMUSG00000070713"	1	4	1	8	8	8
"ENSMUSG00000055148"	67	1648	23	193	132	401
"ENSMUSG00000006276"	27	369	12	318	248	146
"ENSMUSG00000110558"	0	1	0	37	0	0
"ENSMUSG00000019732"	2	0	0	37	0	0
"ENSMUSG00000052794"	0	44	0	47	40	136
"ENSMUSG00000052488"	72	353	345	363	297	493
"ENSMUSG00000019731"	38	184	94	17	338	87
"ENSMUSG00000097000"	0	0	0	1	0	55
"ENSMUSG00000045248"	12	110	0	0	1	311
"ENSMUSG00000110446"	1	1	35	2	0	0
"ENSMUSG00000110532"	0	3	2	0	0	0
"ENSMUSG00000044600"	145	526	7	398	994	841
"ENSMUSG00000031791"	0	0	0	0	39	0
"ENSMUSG00000048148"	32	0	0	2	0	3
"ENSMUSG00000031622"	99	163	347	994	808	249
"ENSMUSG00000050147"	0	0	0	3	0	188
"ENSMUSG00000110585"	0	0	0	0	0	7
"ENSMUSG00000004383"	0	187	3	0	0	16
"ENSMUSG00000047657"	1	4	0	9	1	6
"ENSMUSG00000034518"	18	238	66	143	109	322
"ENSMUSG00000110593"	0	0	4	0	0	0
"ENSMUSG00000042870"	4	87	122	121	121	53
"ENSMUSG00000110433"	0	0	0	0	66	7
"ENSMUSG00000110429"	0	0	3	0	0	0
"ENSMUSG00000005413"	9	110	221	112	157	344
"ENSMUSG00000005410"	182	500	130	900	685	39
"ENSMUSG00000110515"	0	0	90	0	0	0
"ENSMUSG00000049891"	3	21	58	9	2	5
"ENSMUSG00000101431"	0	0	33	2	0	0
"ENSMUSG00000098215"	0	0	24	0	0	0
"ENSMUSG00000110595"	0	2	0	2	1	3
"ENSMUSG00000087321"	0	0	22	1	0	0
"ENSMUSG00000031618"	0	148	1	55	0	110
"ENSMUSG00000037148"	20	164	0	3	61	7
"ENSMUSG00000109732"	0	0	0	0	0	15
"ENSMUSG00000097882"	4	0	0	0	0	0
"ENSMUSG00000037134"	0	227	0	8	0	128
"ENSMUSG00000031617"	124	270	0	0	71	485
"ENSMUSG00000031616"	33	309	2	59	776	286
"ENSMUSG00000037101"	27	0	0	0	0	0
"ENSMUSG00000110057"	1	2	9	0	1	1
"ENSMUSG00000037070"	118	85	73	288	695	268
"ENSMUSG00000031684"	14	0	0	88	0	189
"ENSMUSG00000031683"	31	149	400	102	304	338
"ENSMUSG00000069986"	0	2	10	1	1	1
"ENSMUSG00000071064"	0	2	0	2	122	29
"ENSMUSG00000037022"	8	93	0	88	0	1
"ENSMUSG00000097174"	7	0	0	7	0	0
"ENSMUSG00000031681"	28	238	0	87	0	78
"ENSMUSG00000109851"	0	0	21	0	0	0
"ENSMUSG00000036990"	42	262	0	93	0	106
"ENSMUSG00000094594"	1	0	1	1	0	0
"ENSMUSG00000058355"	139	427	586	916	237	934
"ENSMUSG00000036977"	6	5	55	15	177	107
"ENSMUSG00000110044"	0	0	2	0	0	0
"ENSMUSG00000064325"	3	187	1	183	177	406
"ENSMUSG00000082491"	0	14	42	0	1	1
"ENSMUSG00000051839"	107	17	1869	299	2	287
"ENSMUSG00000031715"	59	625	489	129	150	136
"ENSMUSG00000031714"	21	322	0	244	22	213
"ENSMUSG00000109587"	0	0	0	20	0	0
"ENSMUSG00000098001"	0	278	0	0	0	13
"ENSMUSG00000038250"	28	258	268	247	77	149
"ENSMUSG00000037982"	0	17	0	0	24	0
"ENSMUSG00000094615"	0	0	3	0	0	0
"ENSMUSG00000037940"	0	175	17	22	0	22
"ENSMUSG00000031712"	0	153	0	98	0	22
"ENSMUSG00000109893"	0	0	46	1	0	0
"ENSMUSG00000031711"	68	287	162	248	346	176
"ENSMUSG00000047747"	49	87	0	94	496	577
"ENSMUSG00000109600"	0	0	1	46	0	0
"ENSMUSG00000109876"	11	0	0	21	0	0
"ENSMUSG00000031709"	6	0	4	0	0	0
"ENSMUSG00000035151"	24	532	11	251	206	54
"ENSMUSG00000002190"	0	1	39	0	0	0
"ENSMUSG00000063253"	110	381	3	160	112	475
"ENSMUSG00000110617"	1	0	3	1	0	1
"ENSMUSG00000033938"	42	246	166	288	148	385
"ENSMUSG00000031708"	225	963	705	798	602	827
"ENSMUSG00000005483"	377	4130	1328	3669	1915	4523
"ENSMUSG00000019433"	52	312	18	492	411	514
"ENSMUSG00000057672"	1	152	4	41	52	26
"ENSMUSG00000019464"	0	40	0	0	0	0
"ENSMUSG00000005481"	81	723	521	290	367	219
"ENSMUSG00000002885"	6	267	380	221	629	240
"ENSMUSG00000013033"	7	117	1	9	0	106
"ENSMUSG00000005470"	20	104	414	314	183	177
"ENSMUSG00000005469"	0	123	0	7	0	80
"ENSMUSG00000079003"	7	19	0	22	0	52
"ENSMUSG00000046408"	0	0	0	91	0	18
"ENSMUSG00000005465"	0	22	0	0	0	5
"ENSMUSG00000074215"	0	0	0	4	0	0
"ENSMUSG00000056753"	0	0	0	56	0	9
"ENSMUSG00000031706"	20	86	120	97	246	105
"ENSMUSG00000037103"	9	65	0	30	0	50
"ENSMUSG00000012889"	28	826	0	370	465	1490
"ENSMUSG00000036686"	95	63	0	25	290	51
"ENSMUSG00000008129"	0	0	0	0	0	101
"ENSMUSG00000097120"	0	35	0	6	45	27
"ENSMUSG00000103593"	41	37	299	72	35	411
"ENSMUSG00000065611"	0	1	19	1	13	5
"ENSMUSG00000065444"	0	1	7	1	0	0
"ENSMUSG00000097296"	26	146	92	157	269	240
"ENSMUSG00000035671"	11	396	0	176	228	148
"ENSMUSG00000019362"	69	252	108	308	290	481
"ENSMUSG00000004996"	16	152	0	83	68	96
"ENSMUSG00000004994"	18	215	17	76	173	92
"ENSMUSG00000034656"	6	0	0	57	37	37
"ENSMUSG00000053560"	646	3134	1564	6448	4794	5432
"ENSMUSG00000001910"	11	121	3	110	203	166
"ENSMUSG00000001909"	38	75	0	127	380	259
"ENSMUSG00000001911"	33	150	4	111	307	412
"ENSMUSG00000034041"	0	25	134	57	121	14
"ENSMUSG00000074203"	1	0	0	4	67	1
"ENSMUSG00000053226"	2	13	0	86	0	0
"ENSMUSG00000033751"	3	42	7	19	14	11
"ENSMUSG00000003813"	12	53	449	17	73	11
"ENSMUSG00000003814"	696	3313	772	2550	4156	4226
"ENSMUSG00000003808"	78	312	287	185	372	511
"ENSMUSG00000003824"	8	9	5	16	0	27
"ENSMUSG00000003809"	20	12	0	70	124	66
"ENSMUSG00000054191"	68	124	328	502	116	103
"ENSMUSG00000003812"	8	96	138	0	0	46
"ENSMUSG00000053693"	2	1	0	1	0	14
"ENSMUSG00000048617"	0	23	0	38	0	0
"ENSMUSG00000052926"	19	124	34	206	0	108
"ENSMUSG00000005161"	194	586	1296	586	529	871
"ENSMUSG00000052837"	2250	14145	4137	17520	15956	23298
"ENSMUSG00000052566"	2	201	0	85	186	104
"ENSMUSG00000052456"	20	195	138	78	89	277
"ENSMUSG00000041203"	14	114	68	58	145	111
"ENSMUSG00000031691"	0	1	98	0	0	204
"ENSMUSG00000008167"	0	69	4	0	17	61
"ENSMUSG00000060038"	35	22	27	37	18	22
"ENSMUSG00000005150"	21	38	173	173	144	226
"ENSMUSG00000059355"	13	52	35	32	140	104
"ENSMUSG00000005142"	113	353	2	462	627	769
"ENSMUSG00000074194"	0	3	0	0	0	0
"ENSMUSG00000110219"	0	0	4	0	0	0
"ENSMUSG00000110386"	0	7	10	5	0	6
"ENSMUSG00000110200"	0	0	4	0	0	0
"ENSMUSG00000062687"	0	0	9	0	0	1
"ENSMUSG00000031696"	401	2303	694	1028	467	1112
"ENSMUSG00000031697"	29	25	156	127	8	184
"ENSMUSG00000031698"	27	64	360	49	0	1
"ENSMUSG00000036934"	25	430	32	81	126	254
"ENSMUSG00000031700"	1	0	1	0	0	0
"ENSMUSG00000031701"	94	699	797	1209	569	790
"ENSMUSG00000036902"	10	0	83	0	0	0
"ENSMUSG00000031703"	162	833	32	648	381	647
"ENSMUSG00000036879"	3	489	0	253	55	441
"ENSMUSG00000047866"	23	883	139	569	655	662
"ENSMUSG00000036840"	29	200	146	2	0	231
"ENSMUSG00000074178"	0	0	0	3	0	0
"ENSMUSG00000031652"	12	51	4	127	152	44
"ENSMUSG00000109706"	0	0	3	0	0	0
"ENSMUSG00000066362"	0	0	2	1	0	0
"ENSMUSG00000097248"	0	0	0	0	0	2
"ENSMUSG00000031654"	8	90	0	31	0	133
"ENSMUSG00000045333"	16	179	0	108	52	125
"ENSMUSG00000036810"	42	822	19	58	63	229
"ENSMUSG00000031657"	55	180	0	120	417	443
"ENSMUSG00000036779"	2	13	64	79	175	6
"ENSMUSG00000031659"	46	148	325	87	171	311
"ENSMUSG00000031660"	54	0	121	127	189	37
"ENSMUSG00000031661"	0	110	0	25	0	14
"ENSMUSG00000031662"	0	2	135	22	0	0
"ENSMUSG00000055994"	2	50	0	0	62	0
"ENSMUSG00000036712"	19	324	145	279	657	536
"ENSMUSG00000056772"	1	0	2	3	2	0
"ENSMUSG00000031665"	0	0	72	0	0	0
"ENSMUSG00000094790"	0	0	7	0	0	0
"ENSMUSG00000069962"	0	0	6	0	0	0
"ENSMUSG00000110332"	0	0	0	2	0	13
"ENSMUSG00000056608"	123	915	57	515	113	1164
"ENSMUSG00000109812"	20	227	53	56	205	193
"ENSMUSG00000109863"	0	0	0	0	0	18
"ENSMUSG00000110377"	0	15	0	30	0	0
"ENSMUSG00000089179"	0	0	0	0	0	9
"ENSMUSG00000031666"	61	197	80	390	96	633
"ENSMUSG00000031667"	135	555	59	330	0	427
"ENSMUSG00000033282"	23	22	16	179	219	95
"ENSMUSG00000109956"	2	0	0	0	0	0
"ENSMUSG00000055932"	171	649	25	785	149	958
"ENSMUSG00000110138"	0	21	0	0	0	0
"ENSMUSG00000109642"	0	0	0	6	0	0
"ENSMUSG00000109709"	0	0	0	0	0	151
"ENSMUSG00000110371"	0	0	0	2	0	1
"ENSMUSG00000031734"	4	148	0	45	84	109
"ENSMUSG00000046413"	0	0	0	0	0	101
"ENSMUSG00000031736"	0	39	0	39	0	34
"ENSMUSG00000031737"	16	124	0	76	0	9
"ENSMUSG00000110290"	9	0	0	0	0	0
"ENSMUSG00000078967"	0	0	1	1	1	0
"ENSMUSG00000031740"	159	1740	1	1318	1187	3022
"ENSMUSG00000033192"	23	1	272	216	230	7
"ENSMUSG00000055368"	0	76	0	67	0	0
"ENSMUSG00000110559"	0	20	0	0	0	0
"ENSMUSG00000097520"	0	19	0	0	0	1
"ENSMUSG00000031748"	0	195	0	62	54	228
"ENSMUSG00000031751"	47	1146	39	587	16	437
"ENSMUSG00000031754"	50	183	66	263	319	102
"ENSMUSG00000033009"	4	79	24	213	165	49
"ENSMUSG00000031755"	39	7	114	168	279	242
"ENSMUSG00000031760"	10	0	2	54	0	4
"ENSMUSG00000110588"	1	5	0	11	8	1
"ENSMUSG00000031762"	1	11	0	7	10	5
"ENSMUSG00000031765"	174	780	64	514	734	751
"ENSMUSG00000110524"	0	10	0	0	0	0
"ENSMUSG00000032939"	28	207	88	558	516	352
"ENSMUSG00000110679"	10	51	26	22	48	32
"ENSMUSG00000089712"	0	0	0	5	0	0
"ENSMUSG00000090105"	0	14	0	0	34	10
"ENSMUSG00000031770"	294	1289	463	1023	2303	1800
"ENSMUSG00000094257"	9	3	44	3	1	0
"ENSMUSG00000097194"	0	38	42	0	0	50
"ENSMUSG00000074151"	1	219	1	236	1	262
"ENSMUSG00000034361"	22	33	0	127	93	12
"ENSMUSG00000031774"	30	353	56	205	630	415
"ENSMUSG00000050079"	4	94	507	185	145	590
"ENSMUSG00000110504"	34	0	0	0	0	23
"ENSMUSG00000031776"	33	241	35	218	125	221
"ENSMUSG00000031778"	29	548	0	278	7	1092
"ENSMUSG00000031781"	33	342	12	175	302	307
"ENSMUSG00000031782"	66	258	212	137	0	288
"ENSMUSG00000031783"	100	199	116	151	239	376
"ENSMUSG00000040631"	0	5	0	40	0	17
"ENSMUSG00000063605"	0	158	0	138	0	1
"ENSMUSG00000031785"	34	3	441	9	0	100
"ENSMUSG00000060470"	8	89	95	327	121	1
"ENSMUSG00000031786"	0	0	0	113	0	0
"ENSMUSG00000031787"	25	32	168	69	0	70
"ENSMUSG00000031788"	11	109	0	88	277	72
"ENSMUSG00000110517"	0	0	0	0	0	2
"ENSMUSG00000046556"	35	0	3	0	0	78
"ENSMUSG00000031792"	0	0	29	112	172	362
"ENSMUSG00000031796"	46	578	232	199	199	369
"ENSMUSG00000046707"	4	6	2	1	0	9
"ENSMUSG00000110598"	0	0	0	1	0	37
"ENSMUSG00000110635"	0	0	0	0	36	2
"ENSMUSG00000110427"	0	0	0	1	0	35
"ENSMUSG00000036598"	13	0	0	39	0	0
"ENSMUSG00000031669"	35	1	198	25	0	111
"ENSMUSG00000036564"	12	1	71	156	66	114
"ENSMUSG00000031671"	2	1	30	21	0	100
"ENSMUSG00000036550"	65	425	461	400	943	372
"ENSMUSG00000074136"	0	26	0	5	0	0
"ENSMUSG00000061104"	3	15	10	10	9	14
"ENSMUSG00000036534"	57	115	326	71	370	63
"ENSMUSG00000031672"	97	65	14	447	498	441
"ENSMUSG00000110711"	0	0	13	0	0	0
"ENSMUSG00000110633"	13	0	0	0	0	0
"ENSMUSG00000081111"	3	18	48	9	4	8
"ENSMUSG00000109645"	0	0	3	1	0	0
"ENSMUSG00000071041"	2	11	108	19	29	13
"ENSMUSG00000031673"	204	5134	4	2089	586	2220
"ENSMUSG00000110084"	0	3	0	107	0	64
"ENSMUSG00000110269"	0	7	0	41	0	28
"ENSMUSG00000063696"	204	462	1461	902	1239	980
"ENSMUSG00000031871"	0	0	0	29	0	0
"ENSMUSG00000035824"	12	156	254	166	93	212
"ENSMUSG00000054400"	13	27	1	98	0	66
"ENSMUSG00000031875"	67	1073	0	377	28	581
"ENSMUSG00000096188"	24	361	0	99	164	25
"ENSMUSG00000035770"	141	290	516	766	571	463
"ENSMUSG00000031878"	99	368	1189	224	453	337
"ENSMUSG00000031883"	3	0	0	15	75	0
"ENSMUSG00000048371"	10	49	0	23	6	35
"ENSMUSG00000031880"	7	264	0	86	240	387
"ENSMUSG00000031879"	15	137	31	37	32	39
"ENSMUSG00000110639"	0	0	2	1	0	0
"ENSMUSG00000089748"	0	0	5	0	0	0
"ENSMUSG00000031877"	79	10	721	406	231	66
"ENSMUSG00000110502"	0	0	10	0	0	0
"ENSMUSG00000031885"	42	71	172	301	34	228
"ENSMUSG00000031889"	21	612	47	122	0	368
"ENSMUSG00000069920"	22	730	0	222	2	517
"ENSMUSG00000031887"	11	173	0	291	213	138
"ENSMUSG00000033313"	14	0	0	57	0	12
"ENSMUSG00000033249"	4	55	0	55	0	41
"ENSMUSG00000014776"	2	63	0	5	135	39
"ENSMUSG00000014837"	0	0	0	123	215	24
"ENSMUSG00000014859"	3	69	7	138	138	105
"ENSMUSG00000014791"	0	101	0	0	0	0
"ENSMUSG00000041679"	0	0	0	31	306	0
"ENSMUSG00000014856"	42	295	60	332	129	536
"ENSMUSG00000014778"	2	38	30	0	31	26
"ENSMUSG00000014782"	18	39	0	48	0	145
"ENSMUSG00000054320"	0	0	0	12	1	18
"ENSMUSG00000014846"	216	1000	372	905	1331	1290
"ENSMUSG00000039199"	18	148	0	41	289	171
"ENSMUSG00000013160"	85	496	280	467	289	1109
"ENSMUSG00000104168"	0	0	0	0	0	5
"ENSMUSG00000110686"	1	8	4	8	14	4
"ENSMUSG00000038604"	64	308	230	366	208	598
"ENSMUSG00000098120"	0	10	0	0	0	0
"ENSMUSG00000102593"	0	0	0	56	0	0
"ENSMUSG00000005698"	29	172	175	124	123	237
"ENSMUSG00000080021"	0	6	245	0	0	0
"ENSMUSG00000050357"	0	0	8	1	0	0
"ENSMUSG00000038000"	27	101	100	245	476	165
"ENSMUSG00000005699"	10	26	31	26	0	11
"ENSMUSG00000013155"	3	51	0	32	0	54
"ENSMUSG00000013150"	18	6	1	142	0	1
"ENSMUSG00000037415"	24	129	81	82	0	172
"ENSMUSG00000031893"	6	0	0	68	0	0
"ENSMUSG00000036672"	18	7	0	0	12	229
"ENSMUSG00000036442"	25	224	12	340	365	333
"ENSMUSG00000008450"	27	270	119	171	155	175
"ENSMUSG00000036270"	16	364	343	228	816	330
"ENSMUSG00000048310"	1	3	14	271	0	180
"ENSMUSG00000031897"	30	69	0	98	132	260
"ENSMUSG00000035237"	1	44	0	61	0	1
"ENSMUSG00000017765"	37	419	0	301	543	478
"ENSMUSG00000053687"	4	0	0	0	0	0
"ENSMUSG00000031901"	10	276	94	7	103	128
"ENSMUSG00000045538"	12	2	0	112	288	40
"ENSMUSG00000031902"	0	204	41	88	192	135
"ENSMUSG00000031903"	27	180	0	112	267	411
"ENSMUSG00000031904"	15	510	0	644	400	525
"ENSMUSG00000033106"	20	272	340	44	0	258
"ENSMUSG00000060098"	4	33	38	48	12	316
"ENSMUSG00000031906"	50	365	0	212	301	650
"ENSMUSG00000031907"	36	0	1	136	51	69
"ENSMUSG00000060019"	1	7	36	12	2	12
"ENSMUSG00000041949"	31	2	0	1	403	17
"ENSMUSG00000031910"	0	3	0	0	0	20
"ENSMUSG00000046691"	0	0	0	0	0	10
"ENSMUSG00000041438"	33	376	20	104	710	461
"ENSMUSG00000074108"	0	1	4	0	1	0
"ENSMUSG00000041308"	6	124	3	49	230	77
"ENSMUSG00000031913"	66	288	199	474	843	510
"ENSMUSG00000083734"	0	9	44	1	26	4
"ENSMUSG00000031916"	46	243	23	198	2	427
"ENSMUSG00000031917"	30	207	51	129	308	130
"ENSMUSG00000031921"	6	60	0	1	0	38
"ENSMUSG00000031924"	52	1321	47	833	528	1086
"ENSMUSG00000057657"	27	136	166	177	95	261
"ENSMUSG00000003847"	44	745	45	542	964	621
"ENSMUSG00000003849"	8	0	0	0	205	89
"ENSMUSG00000003848"	44	225	60	108	379	199
"ENSMUSG00000031930"	598	1321	41	2322	4855	3554
"ENSMUSG00000059775"	13	24	8	24	22	31
"ENSMUSG00000039067"	253	828	665	2039	920	1163
"ENSMUSG00000038872"	9	178	138	112	4	115
"ENSMUSG00000104292"	26	23	0	1	0	3
"ENSMUSG00000097393"	0	0	0	0	0	2
"ENSMUSG00000110528"	1	0	0	1	0	0
"ENSMUSG00000037993"	22	30	6	205	35	323
"ENSMUSG00000031723"	21	60	2	175	119	0
"ENSMUSG00000031722"	237	8461	469	4439	2162	6477
"ENSMUSG00000031730"	9	23	5	122	0	137
"ENSMUSG00000048827"	7	0	0	1	0	0
"ENSMUSG00000031729"	147	512	95	565	1127	776
"ENSMUSG00000031728"	0	206	9	0	2	0
"ENSMUSG00000069895"	0	95	0	26	295	110
"ENSMUSG00000031731"	23	267	232	135	252	188
"ENSMUSG00000031732"	20	44	23	8	6	5
"ENSMUSG00000001672"	0	156	0	0	0	0
"ENSMUSG00000044676"	17	0	0	106	0	115
"ENSMUSG00000046441"	8	0	0	143	0	2
"ENSMUSG00000059854"	28	0	0	1	0	17
"ENSMUSG00000010936"	5	129	91	127	0	93
"ENSMUSG00000033763"	35	442	0	211	16	365
"ENSMUSG00000031750"	9	347	0	117	59	236
"ENSMUSG00000090039"	0	9	0	0	0	46
"ENSMUSG00000033732"	55	493	821	390	966	1014
"ENSMUSG00000031753"	78	743	151	40	293	561
"ENSMUSG00000033703"	11	26	5	3	6	97
"ENSMUSG00000031749"	23	257	0	189	222	127
"ENSMUSG00000065100"	0	0	0	1	1	0
"ENSMUSG00000015023"	19	114	46	46	87	74
"ENSMUSG00000033658"	0	0	17	42	35	1
"ENSMUSG00000031960"	76	195	103	689	611	915
"ENSMUSG00000033624"	52	0	30	46	0	147
"ENSMUSG00000084808"	4	0	0	7	0	19
"ENSMUSG00000003316"	112	1480	15	570	1164	774
"ENSMUSG00000033596"	34	37	2	209	0	338
"ENSMUSG00000012519"	24	0	0	1	0	92
"ENSMUSG00000031959"	0	28	32	0	284	11
"ENSMUSG00000033545"	8	112	151	65	0	77
"ENSMUSG00000055835"	5	43	1	113	0	90
"ENSMUSG00000031957"	0	0	0	1	0	1
"ENSMUSG00000031955"	60	462	12	185	0	433
